freq;freq_label;unit;unit_label;sex;sex_label;age;age_label;icd10;icd10_label;geo;geo_label;time;time_label;value
A;Annual;RT;Rate;M;Males;TOTAL;Total;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.95
A;Annual;RT;Rate;F;Females;TOTAL;Total;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.96
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.9
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.87
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.73
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.64
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.99
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.47
A;Annual;RT;Rate;T;Total;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.44
A;Annual;RT;Rate;M;Males;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.23
A;Annual;RT;Rate;F;Females;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.33
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.08
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.19
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.28
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.45
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.27
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.19
A;Annual;RT;Rate;T;Total;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.85
A;Annual;RT;Rate;M;Males;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.9
A;Annual;RT;Rate;F;Females;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.85
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.95
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.58
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.66
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.01
A;Annual;RT;Rate;M;Males;TOTAL;Total;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.01
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.81
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.82
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.75
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.83
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.51
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.5
A;Annual;RT;Rate;T;Total;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;5.08
A;Annual;RT;Rate;M;Males;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;4.59
A;Annual;RT;Rate;F;Females;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;4.19
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;3.87
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;3.62
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;3.04
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;2.72
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;2.89
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;2.27
A;Annual;RT;Rate;T;Total;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;2.01
A;Annual;RT;Rate;M;Males;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;1.79
A;Annual;RT;Rate;F;Females;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;1.66
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;13.75
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;14.47
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;15.65
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;13.51
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;11.5
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;12.11
A;Annual;RT;Rate;T;Total;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;12.8
A;Annual;RT;Rate;M;Males;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;12.17
A;Annual;RT;Rate;F;Females;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;11.4
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;11.46
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;14.83
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;16.09
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;251.2
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;249.79
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;247.51
A;Annual;RT;Rate;T;Total;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;246.9
A;Annual;RT;Rate;M;Males;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;246.93
A;Annual;RT;Rate;F;Females;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;251.23
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;248.65
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;248.6
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;250.22
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;246.07
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;231.76
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;224.85
A;Annual;RT;Rate;T;Total;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;246.51
A;Annual;RT;Rate;M;Males;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;244.62
A;Annual;RT;Rate;F;Females;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;242.99
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;242.14
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;241.64
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;245.79
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;243.5
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;243.42
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;244.89
A;Annual;RT;Rate;T;Total;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;240.46
A;Annual;RT;Rate;M;Males;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;226.14
A;Annual;RT;Rate;F;Females;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;219.51
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;7.37
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;7.22
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;6.58
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;6.47
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;6.71
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;7.77
A;Annual;RT;Rate;T;Total;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.3
A;Annual;RT;Rate;M;Males;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.31
A;Annual;RT;Rate;F;Females;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.29
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.34
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.35
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;7.36
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;5.39
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;5.31
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;5.13
A;Annual;RT;Rate;T;Total;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;5.23
A;Annual;RT;Rate;M;Males;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.76
A;Annual;RT;Rate;F;Females;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.73
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;5.21
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;5.07
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.83
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.96
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.44
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;4.46
A;Annual;RT;Rate;T;Total;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;23.5
A;Annual;RT;Rate;M;Males;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;22.5
A;Annual;RT;Rate;F;Females;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;21.27
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;21.09
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;21.21
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;19.63
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;20.37
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;19.39
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;19.2
A;Annual;RT;Rate;T;Total;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;17.99
A;Annual;RT;Rate;M;Males;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;16.51
A;Annual;RT;Rate;F;Females;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;15.63
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;37.13
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;36.31
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;36.1
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;35.04
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;34.92
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;34.86
A;Annual;RT;Rate;T;Total;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;33.94
A;Annual;RT;Rate;M;Males;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;33.0
A;Annual;RT;Rate;F;Females;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;32.49
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;32.02
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;29.06
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;27.85
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;9.44
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;9.14
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;9.75
A;Annual;RT;Rate;T;Total;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.09
A;Annual;RT;Rate;M;Males;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.34
A;Annual;RT;Rate;F;Females;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.5
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.9
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.84
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.91
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;11.25
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.46
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;10.03
A;Annual;RT;Rate;T;Total;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;12.41
A;Annual;RT;Rate;M;Males;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;12.34
A;Annual;RT;Rate;F;Females;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;12.86
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;12.49
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;12.9
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;13.78
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;13.58
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;14.56
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;14.21
A;Annual;RT;Rate;T;Total;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;14.21
A;Annual;RT;Rate;M;Males;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;14.81
A;Annual;RT;Rate;F;Females;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;13.63
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;3.49
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;3.17
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;3.07
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;3.35
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;2.76
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;3.15
A;Annual;RT;Rate;T;Total;TOTAL;Total;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;2.89
A;Annual;RT;Rate;M;Males;TOTAL;Total;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;2.78
A;Annual;RT;Rate;F;Females;TOTAL;Total;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;2.77
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;2.59
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;2.34
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;1.97
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;35.5
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;34.88
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C56;Malignant neoplasm of ovary;PT;Portugal;2011;2011;37.56
A;Annual;RT;Rate;T;Total;TOTAL;Total;C61;Malignant neoplasm of prostate;PT;Portugal;2011;2011;36.36
A;Annual;RT;Rate;M;Males;TOTAL;Total;C61;Malignant neoplasm of prostate;PT;Portugal;2011;2011;36.93
A;Annual;RT;Rate;F;Females;TOTAL;Total;C61;Malignant neoplasm of prostate;PT;Portugal;2011;2011;37.08
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C61;Malignant neoplasm of prostate;PT;Portugal;2011;2011;37.77
