freq;freq_label;unit;unit_label;sex;sex_label;age;age_label;icd10;icd10_label;geo;geo_label;time;time_label;value
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;A15-A19_B90;Tuberculosis;PT;Portugal;2011;2011;5.57
A;Annual;RT;Rate;T;Total;TOTAL;Total;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;2.5
A;Annual;RT;Rate;M;Males;TOTAL;Total;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;4.56
A;Annual;RT;Rate;F;Females;TOTAL;Total;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;3.48
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;3.94
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.34
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;1.4
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;0.41
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;0.71
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;B15-B19_B942;Viral hepatitis and sequelae of viral hepatitis;PT;Portugal;2011;2011;0.62
A;Annual;RT;Rate;T;Total;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.8
A;Annual;RT;Rate;M;Males;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.29
A;Annual;RT;Rate;F;Females;TOTAL;Total;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.77
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.75
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.19
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;1.16
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.18
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.24
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;B180-B182;Chronic viral hepatitis B and C;PT;Portugal;2011;2011;0.18
A;Annual;RT;Rate;T;Total;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;4.0
A;Annual;RT;Rate;M;Males;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;5.09
A;Annual;RT;Rate;F;Females;TOTAL;Total;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;3.74
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;2.25
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;2.48
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;1.59
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;1.71
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;0.79
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;B20-B24;Human immunodeficiency virus [HIV] disease;PT;Portugal;2011;2011;1.17
A;Annual;RT;Rate;T;Total;TOTAL;Total;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.54
A;Annual;RT;Rate;M;Males;TOTAL;Total;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.86
A;Annual;RT;Rate;F;Females;TOTAL;Total;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;0.58
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;6.53
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;7.91
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;5.72
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;2.95
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;3.54
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;A_B_OTH;Other infectious and parasitic diseases (remainder of A00-B99);PT;Portugal;2011;2011;1.96
A;Annual;RT;Rate;T;Total;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;2.39
A;Annual;RT;Rate;M;Males;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;1.01
A;Annual;RT;Rate;F;Females;TOTAL;Total;C00-D48;Neoplasms;PT;Portugal;2011;2011;1.68
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;0.72
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;1.0
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C00-D48;Neoplasms;PT;Portugal;2011;2011;0.73
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;0.35
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;1.0
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C00-D48;Neoplasms;PT;Portugal;2011;2011;0.87
A;Annual;RT;Rate;T;Total;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;1.24
A;Annual;RT;Rate;M;Males;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;1.0
A;Annual;RT;Rate;F;Females;TOTAL;Total;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;1.0
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.77
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.52
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.45
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.3
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.7
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C;Malignant neoplasms (C00-C97);PT;Portugal;2011;2011;0.37
A;Annual;RT;Rate;T;Total;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;13.68
A;Annual;RT;Rate;M;Males;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;15.69
A;Annual;RT;Rate;F;Females;TOTAL;Total;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;16.27
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;17.06
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;18.98
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;20.93
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;21.75
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;24.02
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C00-C14;Malignant neoplasm of lip, oral cavity, pharynx;PT;Portugal;2011;2011;24.71
A;Annual;RT;Rate;T;Total;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;28.71
A;Annual;RT;Rate;M;Males;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;25.49
A;Annual;RT;Rate;F;Females;TOTAL;Total;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;28.05
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;13.68
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;15.69
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;16.26
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;17.06
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;18.98
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C15;Malignant neoplasm of oesophagus;PT;Portugal;2011;2011;20.93
A;Annual;RT;Rate;T;Total;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;21.75
A;Annual;RT;Rate;M;Males;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;24.11
A;Annual;RT;Rate;F;Females;TOTAL;Total;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;24.76
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;28.71
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;25.48
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;28.04
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;13.86
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;18.51
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C16;Malignant neoplasm of stomach;PT;Portugal;2011;2011;19.57
A;Annual;RT;Rate;T;Total;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;22.59
A;Annual;RT;Rate;M;Males;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;26.08
A;Annual;RT;Rate;F;Females;TOTAL;Total;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;30.74
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;27.45
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;32.89
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;32.44
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;37.48
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;28.44
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C18-C21;Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal;PT;Portugal;2011;2011;28.83
A;Annual;RT;Rate;T;Total;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;15.53
A;Annual;RT;Rate;M;Males;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;15.11
A;Annual;RT;Rate;F;Females;TOTAL;Total;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;16.41
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;17.51
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;17.29
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;19.04
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;24.02
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;22.82
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C22;Malignant neoplasm of liver and intrahepatic bile ducts;PT;Portugal;2011;2011;23.55
A;Annual;RT;Rate;T;Total;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;29.73
A;Annual;RT;Rate;M;Males;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;29.74
A;Annual;RT;Rate;F;Females;TOTAL;Total;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;35.99
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;13.4
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;17.53
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;20.28
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;22.15
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;20.72
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C25;Malignant neoplasm of pancreas;PT;Portugal;2011;2011;26.25
A;Annual;RT;Rate;T;Total;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;24.15
A;Annual;RT;Rate;M;Males;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;26.44
A;Annual;RT;Rate;F;Females;TOTAL;Total;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;26.22
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;29.4
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;28.86
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;28.23
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;19.61
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;19.51
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C32;Malignant neoplasm of larynx;PT;Portugal;2011;2011;21.35
A;Annual;RT;Rate;T;Total;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;18.44
A;Annual;RT;Rate;M;Males;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;20.16
A;Annual;RT;Rate;F;Females;TOTAL;Total;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;24.15
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;28.28
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;24.5
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;29.48
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;34.89
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;26.08
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C33_C34;Malignant neoplasm of trachea, bronchus and lung;PT;Portugal;2011;2011;27.32
A;Annual;RT;Rate;T;Total;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;11.25
A;Annual;RT;Rate;M;Males;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;15.44
A;Annual;RT;Rate;F;Females;TOTAL;Total;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;13.95
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;15.98
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;17.5
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;17.25
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;19.56
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;24.29
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C43;Malignant melanoma of skin;PT;Portugal;2011;2011;27.69
A;Annual;RT;Rate;T;Total;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;27.3
A;Annual;RT;Rate;M;Males;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;26.92
A;Annual;RT;Rate;F;Females;TOTAL;Total;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;26.64
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;14.78
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;17.81
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;16.55
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;17.23
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;19.7
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C50;Malignant neoplasm of breast;PT;Portugal;2011;2011;19.72
A;Annual;RT;Rate;T;Total;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;20.25
A;Annual;RT;Rate;M;Males;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;22.63
A;Annual;RT;Rate;F;Females;TOTAL;Total;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;22.74
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;26.88
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;23.27
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;26.33
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;14.13
A;Annual;RT;Rate;M;Males;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;14.12
A;Annual;RT;Rate;F;Females;Y_GE65;65 years or over;C53;Malignant neoplasm of cervix uteri;PT;Portugal;2011;2011;13.32
A;Annual;RT;Rate;T;Total;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;11.87
A;Annual;RT;Rate;M;Males;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;17.69
A;Annual;RT;Rate;F;Females;TOTAL;Total;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;18.72
A;Annual;RT;Rate;T;Total;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;17.0
A;Annual;RT;Rate;M;Males;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;22.55
A;Annual;RT;Rate;F;Females;Y_LT65;Less than 65 years;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;21.29
A;Annual;RT;Rate;T;Total;Y_GE65;65 years or over;C54_C55;Malignant neoplasm of other parts of uterus;PT;Portugal;2011;2011;27.96
